assetId,folder,ownerSide,ownerType,level,scenario,displayName,description,engageEnemiesWeight,unityCompatibility,generatorNote
enemy_behaviour_ancients_L10_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,10,EnemyInvasion,Enemy Ancients L10 EnemyInvasion,Ancients L10: враги атакуют нашу систему.,44,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_ancients_L10_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Ancients,Enemy,Ancients,10,EnemySystemInvasion,Enemy Ancients L10 EnemySystemInvasion,Ancients L10: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L01_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,1,Normal,Enemy Infected L01 Normal,Infected L01: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L01_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,1,EnemyInvasion,Enemy Infected L01 EnemyInvasion,Infected L01: враги атакуют нашу систему.,40,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L01_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,1,EnemySystemInvasion,Enemy Infected L01 EnemySystemInvasion,Infected L01: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L02_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,2,Normal,Enemy Infected L02 Normal,Infected L02: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L02_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,2,EnemyInvasion,Enemy Infected L02 EnemyInvasion,Infected L02: враги атакуют нашу систему.,40,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L02_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,2,EnemySystemInvasion,Enemy Infected L02 EnemySystemInvasion,Infected L02: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L03_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,3,Normal,Enemy Infected L03 Normal,Infected L03: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L03_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,3,EnemyInvasion,Enemy Infected L03 EnemyInvasion,Infected L03: враги атакуют нашу систему.,41,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L03_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,3,EnemySystemInvasion,Enemy Infected L03 EnemySystemInvasion,Infected L03: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L04_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,4,Normal,Enemy Infected L04 Normal,Infected L04: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L04_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,4,EnemyInvasion,Enemy Infected L04 EnemyInvasion,Infected L04: враги атакуют нашу систему.,41,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L04_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,4,EnemySystemInvasion,Enemy Infected L04 EnemySystemInvasion,Infected L04: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L05_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,5,Normal,Enemy Infected L05 Normal,Infected L05: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L05_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,5,EnemyInvasion,Enemy Infected L05 EnemyInvasion,Infected L05: враги атакуют нашу систему.,42,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L05_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,5,EnemySystemInvasion,Enemy Infected L05 EnemySystemInvasion,Infected L05: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L06_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,6,Normal,Enemy Infected L06 Normal,Infected L06: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L06_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,6,EnemyInvasion,Enemy Infected L06 EnemyInvasion,Infected L06: враги атакуют нашу систему.,42,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L06_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,6,EnemySystemInvasion,Enemy Infected L06 EnemySystemInvasion,Infected L06: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L07_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,7,Normal,Enemy Infected L07 Normal,Infected L07: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L07_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,7,EnemyInvasion,Enemy Infected L07 EnemyInvasion,Infected L07: враги атакуют нашу систему.,43,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L07_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,7,EnemySystemInvasion,Enemy Infected L07 EnemySystemInvasion,Infected L07: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L08_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,8,Normal,Enemy Infected L08 Normal,Infected L08: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L08_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,8,EnemyInvasion,Enemy Infected L08 EnemyInvasion,Infected L08: враги атакуют нашу систему.,43,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L08_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,8,EnemySystemInvasion,Enemy Infected L08 EnemySystemInvasion,Infected L08: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L09_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,9,Normal,Enemy Infected L09 Normal,Infected L09: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L09_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,9,EnemyInvasion,Enemy Infected L09 EnemyInvasion,Infected L09: враги атакуют нашу систему.,44,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L09_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,9,EnemySystemInvasion,Enemy Infected L09 EnemySystemInvasion,Infected L09: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L10_normal,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,10,Normal,Enemy Infected L10 Normal,Infected L10: обычное состояние.,0,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L10_enemy_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,10,EnemyInvasion,Enemy Infected L10 EnemyInvasion,Infected L10: враги атакуют нашу систему.,44,FutureEnumRequired,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
enemy_behaviour_infected_L10_enemy_system_invasion,Assets/_Project/Content/Configs/Population/NpcBehaviourScenarios/Enemy/Infected,Enemy,Infected,10,EnemySystemInvasion,Enemy Infected L10 EnemySystemInvasion,Infected L10: мы атакуем систему врагов.,100,CurrentUnityCompatible,One AssetConfig row maps to one NpcBehaviourScenarioConfig asset.
